,Title,Company,Pack,Link,Discounted Price,Orignal Price
1341,Aerotec,PharmaFive,Pack Size: 20's,https://dawaai.pk/medicine/aerotec-1-34275.html,207,230
1342,Artho,Shaigan,Pack Size: 20's,https://dawaai.pk/medicine/artho-34278.html,215,239
1343,Artisaf,Friends,Pack Size: 2x10's,https://dawaai.pk/medicine/artisaf-34281.html,90,100
1344,Accred,Albro,Pack Size: 200's,https://dawaai.pk/medicine/accred-34322.html,621,690
1345,Alfafenac,Alfalah Pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/alfafenac-34327.html,60,67
1346,Anaren,Sharex,Pack Size: 25 Ampx3ml,https://dawaai.pk/medicine/anaren-34335.html,6,7
1347,Anaren,Sharex,Pack Size: 10x10's,https://dawaai.pk/medicine/anaren-2-34337.html,18,20
1348,Anaren,Sharex,Pack Size: 30x10's,https://dawaai.pk/medicine/anaren-4-34339.html,17,19
1349,Angised 0.5mg,GlaxoSmithKline,Pack Size: 30s,https://dawaai.pk/medicine/Angised-Tablet05-94.html,11,11
1350,Ascard,Atco,Pack Size: 3x10's,https://dawaai.pk/medicine/ascard-273.html,25,25
1351,Ascard 300mg,Atco,Pack Size: 3 x 10's,https://dawaai.pk/medicine/ascard-607.html,17,17
1352,Adicos Syrup,Zafa,Pack Size: 120 ml,https://dawaai.pk/medicine/adicos-syrup-1753.html,59,59
1353,Acefyl Syrup (respiratory Treatment) 125ml,Nabi Qasim,Pack Size: 125ml,https://dawaai.pk/medicine/acefyl-syrup-respiratory-treatment-1967.html,70,70
1354,Atenblock,Everest,Pack Size: 20s,https://dawaai.pk/medicine/atenblock-10661.html,100,100
1355,Atenolol,Batala Pharma,Pack Size: 20s,https://dawaai.pk/medicine/atenolol-10666.html,92,92
1356,Atromin,Noa Hemis,Pack Size: 20s,https://dawaai.pk/medicine/atromin-10686.html,80,80
1357,Atelor,Pharmadic,Pack Size: 20s,https://dawaai.pk/medicine/atelor-3-10812.html,71,71
1358,Atenblock,Everest,Pack Size: 20s,https://dawaai.pk/medicine/atenblock-3-10814.html,37,37
1359,Ateno-Heart,Friends,Pack Size: 20s,https://dawaai.pk/medicine/ateno-heart-2-10815.html,40,40
1360,Ateno-Heart,Friends,Pack Size: 20s,https://dawaai.pk/medicine/ateno-heart-3-10816.html,37,37
1361,Atenocard,Mediate,Pack Size: 20s,https://dawaai.pk/medicine/atenocard-1-10817.html,37,37
1362,Atenolol,Batala Pharma,Pack Size: 14s,https://dawaai.pk/medicine/atenolol-10-10821.html,0,0
1363,Atenolol,Batala Pharma,Pack Size: 20s,https://dawaai.pk/medicine/atenolol-12-10823.html,0,0
1364,ATL,Mega,Pack Size: 20s,https://dawaai.pk/medicine/atl-2-10827.html,50,50
1365,ATL,Mega,Pack Size: 20s,https://dawaai.pk/medicine/atl-3-10828.html,35,35
1366,Atlin,Bosch,Pack Size: 20s,https://dawaai.pk/medicine/atlin-4-10830.html,29,29
1367,Atlin,Bosch,Pack Size: 20s,https://dawaai.pk/medicine/atlin-5-10831.html,35,35
1368,ATN,Flow Pharma,Pack Size: 20s,https://dawaai.pk/medicine/atn-3-10833.html,59,59
1369,Atomin,Semos,Pack Size: 20s,https://dawaai.pk/medicine/atomin-1-10834.html,51,51
1370,Atromin,Noa Hemis,Pack Size: 20s,https://dawaai.pk/medicine/atromin-3-10839.html,40,40
1371,Actim,Sami,Pack Size: 2x10's,https://dawaai.pk/medicine/actim-4-10847.html,30,30
1372,Aptizid,Aptcure,Pack Size: 2x10s,https://dawaai.pk/medicine/aptizid-11003.html,46,46
1373,Amarit,Reko,Pack Size: 2x10s,https://dawaai.pk/medicine/amarit-11034.html,28,28
1374,Amarit,Reko,Pack Size: 2x10s,https://dawaai.pk/medicine/amarit-1-11035.html,45,45
1375,Ardiphage,Ardin,Pack Size: 5x10s,https://dawaai.pk/medicine/ardiphage-11297.html,10,10
1376,Adolan,Siza,Pack Size: 1x10's,https://dawaai.pk/medicine/adolan-12063.html,90,90
1377,Adolan,Siza,Pack Size: 1x10's,https://dawaai.pk/medicine/adolan-4-12067.html,99,99
1378,Anacaine,Akson,Pack Size: 50 Ampx2 ml,https://dawaai.pk/medicine/anacaine-12143.html,1,1
1379,Abaglin,Polyfine,Pack Size: 10,https://dawaai.pk/medicine/abaglin-12320.html,60,60
1380,Abapen,Bosch,Pack Size: 10,https://dawaai.pk/medicine/abapen-12322.html,50,50
1381,Azanid,Usawa,Pack Size: 10,https://dawaai.pk/medicine/azanid-12958.html,83,83
1382,Arilax,E-Lite,Pack Size: 1 Amp,https://dawaai.pk/medicine/arilax-13042.html,33,33
1383,Amlortan,Genome Pharma,Pack Size: 1,https://dawaai.pk/medicine/amlortan-2-13191.html,34,34
1384,Allopure,Zeb,Pack Size: 2x10s,https://dawaai.pk/medicine/allopure-13407.html,35,35
1385,Aminomux,Segionior,Pack Size: 1 Vial,https://dawaai.pk/medicine/aminomux-3-13499.html,0,0
1386,Acid Citro,Delux,Pack Size: 120 ml,https://dawaai.pk/medicine/acid-citro-13569.html,28,28
1387,Acid Citro,Delux,Pack Size: 450 ml,https://dawaai.pk/medicine/acid-citro-1-13570.html,46,46
1388,Acitra,Rock PhARMA,Pack Size: 120 ml,https://dawaai.pk/medicine/acitra-13571.html,28,28
1389,Albacit,Albro,Pack Size: 120 ml,https://dawaai.pk/medicine/albacit-13572.html,28,28
1390,Albacit,Albro,Pack Size: 450 ml,https://dawaai.pk/medicine/albacit-1-13573.html,39,39
1391,Alkacitron,PDH,Pack Size: 450 ml,https://dawaai.pk/medicine/alkacitron-3-13577.html,37,37
1392,Alkaseptic,Sharex,Pack Size: 120 ml,https://dawaai.pk/medicine/alkaseptic-13578.html,35,35
1393,Alkaseptic,Sharex,Pack Size: 450 ml,https://dawaai.pk/medicine/alkaseptic-1-13579.html,80,80
1394,Amural,Jawa,Pack Size: 120 ml,https://dawaai.pk/medicine/amural-13580.html,17,17
1395,Amural,Jawa,Pack Size: 450 ml,https://dawaai.pk/medicine/amural-1-13581.html,40,40
1396,Anatrate,Mediate,Pack Size: 120 ml,https://dawaai.pk/medicine/anatrate-13582.html,16,16
1397,Actif,Webros,Pack Size: 14,https://dawaai.pk/medicine/actif-15142.html,34,34
1398,Awa-Block,Usawa,Pack Size: 14,https://dawaai.pk/medicine/awa-block-15153.html,78,78
1399,Aksotran,Akson,Pack Size: 50ml,https://dawaai.pk/medicine/aksotran-15491.html,21,21
1400,Amtran,Gaba,Pack Size: 50ml,https://dawaai.pk/medicine/amtran-1-15499.html,9,9
1401,Amtril,Jawa,Pack Size: 400ml,https://dawaai.pk/medicine/amtril-15502.html,80,80
1402,Amtril,Jawa,Pack Size: 50ml,https://dawaai.pk/medicine/amtril-1-15503.html,14,14
1403,Amibazol,Geofman,Pack Size: 1x15's,https://dawaai.pk/medicine/amibazol-2-15734.html,50,50
1404,Amizole,Ankaz,Pack Size: 60ml,https://dawaai.pk/medicine/amizole-15735.html,36,36
1405,Al-Pridone,Macquins,Pack Size: 120ml,https://dawaai.pk/medicine/al-pridone-15855.html,57,57
1406,Al-Pridone,Macquins,Pack Size: 60ml,https://dawaai.pk/medicine/al-pridone-1-15856.html,57,57
1407,Almedon,Alina,Pack Size: 60ml,https://dawaai.pk/medicine/almedon-15858.html,42,42
1408,Almedon,Alina,Pack Size: 90ml,https://dawaai.pk/medicine/almedon-1-15859.html,63,63
1409,Ambrilium,Ambrosia,Pack Size: 120ml,https://dawaai.pk/medicine/ambrilium-15861.html,75,75
1410,Appdom,Delux,Pack Size: 120ml,https://dawaai.pk/medicine/appdom-15863.html,84,84
1411,Amlanic,Mediceena,Pack Size: 60ml,https://dawaai.pk/medicine/amlanic-16163.html,65,65
1412,Amlanic,Mediceena,Pack Size: 1x6's,https://dawaai.pk/medicine/amlanic-1-16165.html,52,52
1413,Amlanic Ds,Mediceena,Pack Size: 1 x 6's,https://dawaai.pk/medicine/amlanic-ds-1-16166.html,81,81
1414,Augmiclave,Lisko,Pack Size: 1x6's,https://dawaai.pk/medicine/augmiclave-2-16191.html,82,82
1415,Albrotran,Albro,Pack Size: 400ml,https://dawaai.pk/medicine/albrotran-4-16493.html,50,50
1416,Albrotran,Albro,Pack Size: 50ml,https://dawaai.pk/medicine/albrotran-5-16494.html,15,15
1417,Amoxazol,Amros,Pack Size: 400ml,https://dawaai.pk/medicine/amoxazol-1-16497.html,0,0
1418,Amtran,Gaba,Pack Size: 450ml,https://dawaai.pk/medicine/amtran-4-16498.html,50,50
1419,Ascotran,Hassan Pharma,Pack Size: 50ml,https://dawaai.pk/medicine/ascotran-1-16509.html,11,11
1420,Amibazol,Geofman,Pack Size: 60ml,https://dawaai.pk/medicine/amibazol-3-16732.html,24,24
1421,Amibazol,Geofman,Pack Size: 3x10's,https://dawaai.pk/medicine/amibazol-4-16733.html,17,17
1422,Amibazol,Geofman,Pack Size: 15,https://dawaai.pk/medicine/amibazol-5-16734.html,50,50
1423,Amizole,Ankaz,Pack Size: 15,https://dawaai.pk/medicine/amizole-3-16736.html,74,74
1424,Anizol,Pharmix,Pack Size: 3 x 5's,https://dawaai.pk/medicine/anizol-1-16737.html,25,25
1425,Avifix,Radium,Pack Size: 120ml,https://dawaai.pk/medicine/avifix-2-16866.html,84,84
1426,Amlanic Ds,Mediceena,Pack Size: 60ml,https://dawaai.pk/medicine/amlanic-ds-2-17164.html,100,100
1427,Amlanic Ds,Mediceena,Pack Size: 6,https://dawaai.pk/medicine/amlanic-ds-3-17166.html,81,81
1428,Amo-Clav,English Pharma,Pack Size: 1 Vial,https://dawaai.pk/medicine/amo-clav-3-17168.html,79,79
1429,Amoxi-Clav,Novartis,Pack Size: 1 Vial,https://dawaai.pk/medicine/amoxi-clav-9-17170.html,100,100
1430,Amoxi-Clav,Novartis,Pack Size: 60ml,https://dawaai.pk/medicine/amoxi-clav-10-17171.html,70,70
1431,Amoxilite Plus,E-Lite,Pack Size: 60ml,https://dawaai.pk/medicine/amoxilite-plus-2-17177.html,70,70
1432,Augmiclave,Lisko,Pack Size: 60ml,https://dawaai.pk/medicine/augmiclave-4-17189.html,70,70
1433,Algetin,Bloom Pharma,Pack Size: 120ml,https://dawaai.pk/medicine/algetin-17465.html,33,33
1434,Algetin,Bloom Pharma,Pack Size: 1x30's,https://dawaai.pk/medicine/algetin-1-17466.html,50,50
1435,Alenor,Macter,Pack Size: 1x10's,https://dawaai.pk/medicine/alenor-17479.html,99,99
1436,A-GLC,Cherwel,Pack Size: 1x10's,https://dawaai.pk/medicine/a-glc-17525.html,95,95
1437,Abro,Medizan,Pack Size: 1x10's,https://dawaai.pk/medicine/abro-17526.html,95,95
1438,Aerius,Dermagen,Pack Size: 1x10's,https://dawaai.pk/medicine/aerius-17527.html,100,100
1439,Aptahist,L A Kurative,Pack Size: 1x10's,https://dawaai.pk/medicine/aptahist-17533.html,95,95
1440,Atmos,Scotman,Pack Size: 30ml,https://dawaai.pk/medicine/atmos-17534.html,55,55
1441,Adine,Pfizer,Pack Size: 1x10's,https://dawaai.pk/medicine/adine-2-17599.html,55,55
1442,Afex,Shaheen,Pack Size: 1x10's,https://dawaai.pk/medicine/afex-2-17602.html,55,55
1443,Alergino,Saydon,Pack Size: 1x10's,https://dawaai.pk/medicine/alergino-17604.html,100,100
1444,Alergino,Saydon,Pack Size: 1x10's,https://dawaai.pk/medicine/alergino-1-17605.html,50,50
1445,Allergia,Mass-PH Health,Pack Size: 1x10's,https://dawaai.pk/medicine/allergia-2-17609.html,81,81
1446,Allergofex,Leads Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/allergofex-2-17612.html,55,55
1447,Alofast,Isis,Pack Size: 1x10's,https://dawaai.pk/medicine/alofast-2-17618.html,55,55
1448,Aspen,Zephyr Pharmatec,Pack Size: 1x10's,https://dawaai.pk/medicine/aspen-2-17624.html,55,55
1449,Axodine,Grays,Pack Size: 1x10's,https://dawaai.pk/medicine/axodine-17625.html,82,82
1450,Alegocit,Global-Vision,Pack Size: 1x10's,https://dawaai.pk/medicine/alegocit-17722.html,55,55
1451,Allerno,Well & Well,Pack Size: 1x10's,https://dawaai.pk/medicine/allerno-17723.html,55,55
1452,Afrovil,Fynk,Pack Size: 25x10's,https://dawaai.pk/medicine/afrovil-1-17781.html,70,70
1453,Ann-Vil,Venus,Pack Size: 1 Vialx50ml,https://dawaai.pk/medicine/ann-vil-17784.html,9,9
1454,Ann-Vil,Venus,Pack Size: 10x25's,https://dawaai.pk/medicine/ann-vil-2-17786.html,6,6
1455,Ann-Vil,Venus,Pack Size: 1x500's,https://dawaai.pk/medicine/ann-vil-3-17787.html,67,67
1456,Avil,Sanofi,Pack Size: 60ml,https://dawaai.pk/medicine/avil-1-17791.html,38,38
1457,Avil,Sanofi,Pack Size: 2x50's,https://dawaai.pk/medicine/avil-3-17793.html,32,32
1458,Avinol,Nawab sons,Pack Size: 120ml,https://dawaai.pk/medicine/avinol-17796.html,13,13
1459,Actidil,GlaxoSmithKline,Pack Size: 60ml,https://dawaai.pk/medicine/actidil-1-17801.html,36,36
1460,Amoquine,Progressive,Pack Size: 20ml,https://dawaai.pk/medicine/amoquine-17843.html,10,10
1461,A-Mal,Stand Pharm,Pack Size: 1 Ampx1ml,https://dawaai.pk/medicine/a-mal-17853.html,64,64
1462,A-Fantrine,Atco,Pack Size: 30ml,https://dawaai.pk/medicine/a-fantrine-2-17882.html,95,95
1463,Alufa,Zafa,Pack Size: 2x8's,https://dawaai.pk/medicine/alufa-17914.html,0,0
1464,Artefrost,Hamaz,Pack Size: 30ml,https://dawaai.pk/medicine/artefrost-17932.html,85,85
1465,Artemax,Star,Pack Size: 30ml,https://dawaai.pk/medicine/artemax-1-17950.html,88,88
1466,Artemax Plus,Star,Pack Size: 30ml,https://dawaai.pk/medicine/artemax-plus-17952.html,88,88
1467,Arther,Focus & Rulz,Pack Size: 30ml,https://dawaai.pk/medicine/arther-17975.html,90,90
1468,Arti,Nexus,Pack Size: 30ml,https://dawaai.pk/medicine/arti-17981.html,93,93
1469,Antifocine,Nenza,Pack Size: 15ml,https://dawaai.pk/medicine/antifocine-18111.html,23,23
1470,Antifocine,Nenza,Pack Size: 1x3's,https://dawaai.pk/medicine/antifocine-1-18112.html,11,11
1471,Antimala,Irza,Pack Size: 1x10's,https://dawaai.pk/medicine/antimala-18113.html,38,38
1472,Angipro,Unimark,Pack Size: 3x10's,https://dawaai.pk/medicine/angipro-18187.html,10,10
1473,Apiscot,Scotman,Pack Size: 3x10's,https://dawaai.pk/medicine/apiscot-18188.html,15,15
1474,Apiscot,Scotman,Pack Size: 3x10's,https://dawaai.pk/medicine/apiscot-1-18189.html,7,7
1475,ASA,Don Valley,Pack Size: 1x30's,https://dawaai.pk/medicine/asa-18190.html,33,33
1476,ASA,Don Valley,Pack Size: 1x30's,https://dawaai.pk/medicine/asa-1-18191.html,50,50
1477,ASA,Don Valley,Pack Size: 1x30's,https://dawaai.pk/medicine/asa-2-18192.html,23,23
1478,Aspirin,Gaba,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-2-18196.html,28,28
1479,Aspirin,Mediate,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-12-18206.html,0,0
1480,Aspirin,Pharmacare,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-14-18208.html,80,80
1481,Aspirin,Unexo,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-15-18209.html,74,74
1482,Aspisafe,Zafa,Pack Size: 1x30's,https://dawaai.pk/medicine/aspisafe-18212.html,34,34
1483,Aspisafe,Zafa,Pack Size: 1x30's,https://dawaai.pk/medicine/aspisafe-1-18213.html,25,25
1484,Aspiwan,Nawab Labs,Pack Size: 1x30's,https://dawaai.pk/medicine/aspiwan-18214.html,30,30
1485,Atropine,LCPW,Pack Size: 3.5gm,https://dawaai.pk/medicine/atropine-18252.html,10,10
1486,Artropisole,LCPW,Pack Size: 10ml,https://dawaai.pk/medicine/artropisole-18253.html,0,0
1487,Az-Ko,Rasco,Pack Size: 1x6's,https://dawaai.pk/medicine/az-ko-18331.html,59,59
1488,Azinic,Laderly,Pack Size: 1x6's,https://dawaai.pk/medicine/azinic-18344.html,0,0
1489,Azwin,Jinnah Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/azwin-18380.html,0,0
1490,Alba,Pakheim,Pack Size: 1x2's,https://dawaai.pk/medicine/alba-18475.html,15,15
1491,Albagen,Genera,Pack Size: 10ml,https://dawaai.pk/medicine/albagen-18476.html,19,19
1492,Albagen,Genera,Pack Size: 1x10's,https://dawaai.pk/medicine/albagen-1-18477.html,78,78
1493,Albagen,Genera,Pack Size: 1x2's,https://dawaai.pk/medicine/albagen-2-18478.html,17,17
1494,Alben,Bryon,Pack Size: 10ml,https://dawaai.pk/medicine/alben-18479.html,25,25
1495,Alben,Bryon,Pack Size: 1x2's,https://dawaai.pk/medicine/alben-1-18480.html,17,17
1496,Albendazole Tablet,Batala Pharma,Pack Size: 1 x 2's,https://dawaai.pk/medicine/albendazole-tablet-18481.html,10,10
1497,Albendix,Neo Medix,Pack Size: 10ml,https://dawaai.pk/medicine/albendix-18482.html,16,16
1498,Albendix,Neo Medix,Pack Size: 1x2's,https://dawaai.pk/medicine/albendix-1-18483.html,17,17
1499,Albendo,Davis Pharma,Pack Size: 1x2's,https://dawaai.pk/medicine/albendo-18484.html,13,13
1500,Albendol,Global-Vision,Pack Size: 1x2's,https://dawaai.pk/medicine/albendol-18485.html,10,10
1501,Albenza,Paramount,Pack Size: 10ml,https://dawaai.pk/medicine/albenza-18486.html,19,19
1502,Albenza,Paramount,Pack Size: 1x2's,https://dawaai.pk/medicine/albenza-1-18487.html,17,17
1503,Alfoz,Fozan,Pack Size: 10ml,https://dawaai.pk/medicine/alfoz-18488.html,16,16
1504,Aliz,Glitz,Pack Size: 1x2's,https://dawaai.pk/medicine/aliz-18489.html,17,17
1505,Almed,Rakahposhi,Pack Size: 10ml,https://dawaai.pk/medicine/almed-18490.html,16,16
1506,Alovac,Siza,Pack Size: 10ml,https://dawaai.pk/medicine/alovac-18491.html,16,16
1507,Alovac,Siza,Pack Size: 1x6's,https://dawaai.pk/medicine/alovac-1-18492.html,37,37
1508,Agout,Mega,Pack Size: 1x20's,https://dawaai.pk/medicine/agout-1-18545.html,70,70
1509,Aika,Bosch,Pack Size: 5 Ampx1ml,https://dawaai.pk/medicine/aika-18551.html,20,20
1510,Amicin,Star,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amicin-18553.html,55,55
1511,Amicin,Star,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amicin-1-18554.html,82,82
1512,Amifate,Caraway,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amifate-18556.html,41,41
1513,Amifate,Caraway,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amifate-1-18557.html,66,66
1514,Amikamed,ACE,Pack Size: 1 Vial,https://dawaai.pk/medicine/amikamed-18563.html,50,50
1515,Amikamed,ACE,Pack Size: 1 Vial,https://dawaai.pk/medicine/amikamed-1-18564.html,90,90
1516,Amikaneu,Neutro,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikaneu-18566.html,41,41
1517,Amikaneu,Neutro,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikaneu-1-18567.html,66,66
1518,Amikaran,Orta,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikaran-18569.html,41,41
1519,Amikaran,Orta,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikaran-1-18570.html,66,66
1520,Amikarex,Rex,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikarex-18571.html,41,41
1521,Amikarex,Rex,Pack Size: 1 vialx2ml,https://dawaai.pk/medicine/amikarex-1-18572.html,66,66
1522,Aminocin,Macquins,Pack Size: 1 Vialx2ml,https://dawaai.pk/medicine/aminocin-18577.html,67,67
1523,Aminocin,Macquins,Pack Size: 1 Vialx2ml,https://dawaai.pk/medicine/aminocin-2-18579.html,65,65
1524,Amizin,Akson,Pack Size: 2ml,https://dawaai.pk/medicine/amizin-18584.html,41,41
1525,Amizin,Akson,Pack Size: 2ml,https://dawaai.pk/medicine/amizin-1-18585.html,66,66
1526,Aksozine,Akson,Pack Size: 60ml,https://dawaai.pk/medicine/aksozine-18663.html,27,27
1527,Aksozine,Akson,Pack Size: 1x10's,https://dawaai.pk/medicine/aksozine-1-18664.html,34,34
1528,Alce,Derma Techno,Pack Size: 60ml,https://dawaai.pk/medicine/alce-18665.html,30,30
1529,Alce,Derma Techno,Pack Size: 1x10's,https://dawaai.pk/medicine/alce-1-18666.html,42,42
1530,Alcit,Hizat,Pack Size: 1x10's,https://dawaai.pk/medicine/alcit-18667.html,36,36
1531,Alegra,Tagma,Pack Size: 1x10's,https://dawaai.pk/medicine/alegra-18668.html,35,35
1532,Alergo,Pharmix,Pack Size: 120ml,https://dawaai.pk/medicine/alergo-18669.html,59,59
1533,Alergo,Pharmix,Pack Size: 60ml,https://dawaai.pk/medicine/alergo-1-18670.html,27,27
1534,Alergo,Pharmix,Pack Size: 1x10's,https://dawaai.pk/medicine/alergo-2-18671.html,40,40
1535,Alerid,Pharmatec,Pack Size: 60ml,https://dawaai.pk/medicine/alerid-18673.html,31,31
1536,Alerid,Pharmatec,Pack Size: 1x10's,https://dawaai.pk/medicine/alerid-1-18674.html,74,74
1537,Alerwise,Pharma Wise,Pack Size: 1x10's,https://dawaai.pk/medicine/alerwise-18675.html,40,40
1538,Algezen,Olive Health Care,Pack Size: 60ml,https://dawaai.pk/medicine/algezen-18678.html,30,30
1539,Algezen,Olive Health Care,Pack Size: 1x10's,https://dawaai.pk/medicine/algezen-1-18679.html,30,30
1540,Allergid,Hygeia,Pack Size: 1x10's,https://dawaai.pk/medicine/allergid-18680.html,0,0
1541,Allerzin,Synchro,Pack Size: 60ml,https://dawaai.pk/medicine/allerzin-18681.html,27,27
1542,Allerzin,Synchro,Pack Size: 1x10's,https://dawaai.pk/medicine/allerzin-1-18682.html,42,42
1543,Allos,Adamjee Pharmaceuticals,Pack Size: 60ml,https://dawaai.pk/medicine/allos-18683.html,26,26
1544,Allos,Adamjee Pharmaceuticals,Pack Size: 1x10's,https://dawaai.pk/medicine/allos-1-18684.html,28,28
1545,Amzine,Ambrosia,Pack Size: 60ml,https://dawaai.pk/medicine/amzine-18685.html,42,42
1546,Arex,Danas,Pack Size: 1x10's,https://dawaai.pk/medicine/arex-18686.html,30,30
1547,Arozine,Global-Vision,Pack Size: 1x10's,https://dawaai.pk/medicine/arozine-18689.html,36,36
1548,Askogix,Ideal,Pack Size: 60ml,https://dawaai.pk/medicine/askogix-18690.html,16,16
1549,Askogix,Ideal,Pack Size: 1x10's,https://dawaai.pk/medicine/askogix-1-18691.html,30,30
1550,Astemine,Siza,Pack Size: 1x10's,https://dawaai.pk/medicine/astemine-18692.html,42,42
1551,Avec,Platinum,Pack Size: 60ml,https://dawaai.pk/medicine/avec-18693.html,64,64
1552,Avec,Platinum,Pack Size: 1x10's,https://dawaai.pk/medicine/avec-1-18694.html,67,67
1553,Allergex,Nabi Qasim,Pack Size: 120ml,https://dawaai.pk/medicine/allergex-18872.html,19,19
1554,Allergon,Medicraft,Pack Size: 120ml,https://dawaai.pk/medicine/allergon-18873.html,25,25
1555,Allergycare,CareForHealth,Pack Size: 120ml,https://dawaai.pk/medicine/allergycare-18874.html,15,15
1556,Allergycare,CareForHealth,Pack Size: 450ml,https://dawaai.pk/medicine/allergycare-1-18875.html,25,25
1557,Allermine,Isis,Pack Size: 120ml,https://dawaai.pk/medicine/allermine-18876.html,21,21
1558,Allermine,Isis,Pack Size: 450ml,https://dawaai.pk/medicine/allermine-1-18877.html,40,40
1559,Allerphene,PDH,Pack Size: 120ml,https://dawaai.pk/medicine/allerphene-18879.html,25,25
1560,Allerphene,PDH,Pack Size: 450ml,https://dawaai.pk/medicine/allerphene-1-18880.html,29,29
1561,Allerphene,PDH,Pack Size: 60ml,https://dawaai.pk/medicine/allerphene-2-18881.html,19,19
1562,Allerphene,PDH,Pack Size: 1x1000's,https://dawaai.pk/medicine/allerphene-4-18883.html,64,64
1563,Apiton,Euro Pharma,Pack Size: 10x100's,https://dawaai.pk/medicine/apiton-18884.html,3,3
1564,Aminogent,Valor,Pack Size: 10gm,https://dawaai.pk/medicine/aminogent-18912.html,15,15
1565,Abdopain,Zeb,Pack Size: 10x10's,https://dawaai.pk/medicine/abdopain-18947.html,10,10
1566,Acnotin,Nimrall,Pack Size: 10gm,https://dawaai.pk/medicine/acnotin-19090.html,95,95
1567,A-Flox,Laderly,Pack Size: 2x10's,https://dawaai.pk/medicine/a-flox-19322.html,36,36
1568,Anorcid,Adamjee Pharmaceuticals,Pack Size: 3 x 10's,https://dawaai.pk/medicine/anorcid-19470.html,80,80
1569,Askosaid,Ideal,Pack Size: 1x30's,https://dawaai.pk/medicine/askosaid-1-19473.html,55,55
1570,Ambrodic,Ambrosia,Pack Size: 5gm,https://dawaai.pk/medicine/ambrodic-1-19645.html,41,41
1571,Aktofen,Alliance,Pack Size: 30s,https://dawaai.pk/medicine/aktofen-19647.html,23,23
1572,Antifen,Pharmix,Pack Size: 60ml,https://dawaai.pk/medicine/antifen-19648.html,43,43
1573,Asmarax,Mediceena,Pack Size: 60ml,https://dawaai.pk/medicine/asmarax-19653.html,45,45
1574,Asmarax,Mediceena,Pack Size: 20s,https://dawaai.pk/medicine/asmarax-1-19654.html,28,28
1575,Asperfin,Davis Pharma,Pack Size: 60ml,https://dawaai.pk/medicine/asperfin-19657.html,46,46
1576,Asthacure,Medicraft,Pack Size: 60ml,https://dawaai.pk/medicine/asthacure-19659.html,43,43
1577,Asthacure,Medicraft,Pack Size: 3x10s,https://dawaai.pk/medicine/asthacure-1-19660.html,23,23
1578,Asthanil,Siza,Pack Size: 60ml,https://dawaai.pk/medicine/asthanil-19661.html,39,39
1579,Asthanil,Siza,Pack Size: 3x10's,https://dawaai.pk/medicine/asthanil-1-19662.html,15,15
1580,Allest,Wise Pharma,Pack Size: 10s,https://dawaai.pk/medicine/allest-19759.html,85,85
1581,Anso,Shaigan,Pack Size: 10s,https://dawaai.pk/medicine/anso-19761.html,85,85
1582,Abrotin,Grays,Pack Size: 30ml,https://dawaai.pk/medicine/abrotin-20408.html,25,25
1583,Abrotin,Grays,Pack Size: 60ml,https://dawaai.pk/medicine/abrotin-1-20409.html,46,46
1584,Abrotin,Grays,Pack Size: 10s,https://dawaai.pk/medicine/abrotin-2-20410.html,72,72
1585,Adin,Nimrall,Pack Size: 60ml,https://dawaai.pk/medicine/adin-20411.html,49,49
1586,Adin,Nimrall,Pack Size: 10s,https://dawaai.pk/medicine/adin-1-20412.html,72,72
1587,Alerd,Zeb,Pack Size: 60ml,https://dawaai.pk/medicine/alerd-20413.html,48,48
1588,Alerd,Zeb,Pack Size: 10s,https://dawaai.pk/medicine/alerd-1-20414.html,70,70
1589,Alerfree,Benson,Pack Size: 10s,https://dawaai.pk/medicine/alerfree-20415.html,50,50
1590,Alersap,Sapient,Pack Size: 10s,https://dawaai.pk/medicine/alersap-20416.html,72,72
1591,Algac,Hygeia,Pack Size: 10s,https://dawaai.pk/medicine/algac-20418.html,60,60
1592,Algecare,Olive Health Care,Pack Size: 60ml,https://dawaai.pk/medicine/algecare-20419.html,48,48
1593,Algecare,Olive Health Care,Pack Size: 10s,https://dawaai.pk/medicine/algecare-1-20420.html,42,42
1594,Allorat,Polyfine,Pack Size: 60ml,https://dawaai.pk/medicine/allorat-20424.html,50,50
1595,Alor,Alina,Pack Size: 60ml,https://dawaai.pk/medicine/alor-20426.html,69,69
1596,Aloran,Aries,Pack Size: 10s,https://dawaai.pk/medicine/aloran-20428.html,72,72
